StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q3_4_TEXT,Q4_1,Q4_2
Start Date,End Date,Response Type,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Distribution Channel,User Language,Consent...,How old are you (years)?,What is your gender? - Selected Choice,What is your gender? - I describe myself as - Text,"A description of what you want people to look at: this is some bold test
 and you can even include an image... - I think this is informative","A description of what you want people to look at: this is some bold test
 and you can even include an image... - I think this looks nice"
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID1""}","{""ImportId"":""QID2_TEXT""}","{""ImportId"":""QID3""}","{""ImportId"":""QID3_4_TEXT""}","{""ImportId"":""QID4_1""}","{""ImportId"":""QID4_2""}"
2021-07-14 03:29:02,2021-07-14 03:30:22,1,100,79,1,2021-07-14 03:30:22,R_2TNnwCxSc1f9xVv,preview,EN,1,47,1,,2,1
2021-07-14 03:33:06,2021-07-14 03:33:21,0,100,14,1,2021-07-14 03:33:21,R_1q2JQyP5UX0w7OJ,anonymous,EN,1,18,1,,2,1
2021-07-14 03:33:24,2021-07-14 03:33:38,0,100,13,1,2021-07-14 03:33:38,R_1F2Oq3cgseNXpMP,anonymous,EN,2,,,,,
2021-07-14 03:33:41,2021-07-14 03:33:56,0,100,14,1,2021-07-14 03:33:56,R_2cBF3Q4GXEyvboS,anonymous,EN,1,27,5,,,
2021-07-14 03:33:58,2021-07-14 03:34:18,0,100,19,1,2021-07-14 03:34:19,R_2CHzclm5XLsabTv,anonymous,EN,1,56,4,German,,
2021-07-14 05:16:05,2021-07-14 05:16:05,2,100,0,1,2021-07-14 05:16:05,R_3jwyp8xMwaeEWfs,test,,1,88,5,,2,1
2021-07-14 05:16:05,2021-07-14 05:16:05,2,100,0,1,2021-07-14 05:16:05,R_3fuTXb4jmrIC3s2,test,,2,64,2,,1,2
2021-07-14 05:16:05,2021-07-14 05:16:05,2,100,0,1,2021-07-14 05:16:05,R_7NBwJvkf9Hd85sW,test,,1,74,2,,2,1
2021-07-14 05:16:05,2021-07-14 05:16:05,2,100,0,1,2021-07-14 05:16:05,R_8leYrsonMf4yXOK,test,,1,29,1,,2,1
2021-07-14 05:16:05,2021-07-14 05:16:05,2,100,0,1,2021-07-14 05:16:05,R_2mz7pUxWLweYnEW,test,,2,51,3,,2,1
2021-07-14 05:16:05,2021-07-14 05:16:05,2,100,0,1,2021-07-14 05:16:05,R_03BZNvPreNdtNHg,test,,2,45,3,,1,2
2021-07-14 05:16:05,2021-07-14 05:16:05,2,100,0,1,2021-07-14 05:16:06,R_0vsgg7vm6oP6oh8,test,,1,38,5,,2,1
2021-07-14 05:16:06,2021-07-14 05:16:06,2,100,0,1,2021-07-14 05:16:06,R_1GtiwePsOjCtgpw,test,,2,52,4,Nunc eu tempora dignissim laoreet mattis laoreet facilisis aenean! Aliquam ligula bibendum arcu curabitur.,1,2
2021-07-14 05:16:06,2021-07-14 05:16:06,2,100,0,1,2021-07-14 05:16:06,R_9M5qHjUzAt3ihKu,test,,2,69,4,Platea vel amet platea pede cras ab enim euismod per! Vel consectetuer curabitur.,1,2
2021-07-14 05:16:06,2021-07-14 05:16:06,2,100,0,1,2021-07-14 05:16:06,R_bHnNjLVQs5XA5RI,test,,2,59,1,,2,1
2021-07-14 05:16:06,2021-07-14 05:16:06,2,100,0,1,2021-07-14 05:16:06,R_73eB1WUO8qeSDmC,test,,1,76,5,,1,2
2021-07-14 05:16:06,2021-07-14 05:16:06,2,100,0,1,2021-07-14 05:16:06,R_dnC3wMTyDRYfrdc,test,,1,55,3,,1,2
2021-07-14 05:16:06,2021-07-14 05:16:06,2,100,0,1,2021-07-14 05:16:06,R_3PJ6RJ01MQrOBlY,test,,1,63,3,,2,1
2021-07-14 05:16:06,2021-07-14 05:16:06,2,100,0,1,2021-07-14 05:16:06,R_7QbeNPD4h7Hs0V8,test,,2,93,4,"Elit donec facilisis culpa? Tincidunt diam augue nec consectetuer. Proin tincidunt fusce ac, rutrum.",2,1
2021-07-14 05:16:06,2021-07-14 05:16:06,2,100,0,1,2021-07-14 05:16:06,R_b8i7KDZpIWFl1wq,test,,1,95,2,,2,1
2021-07-14 05:18:08,2021-07-14 05:18:08,2,100,0,1,2021-07-14 05:18:08,R_beaP6dCcomtTWAe,test,,2,40,1,,1,2
2021-07-14 05:18:08,2021-07-14 05:18:08,2,100,0,1,2021-07-14 05:18:09,R_0Bz0WlsLkao6JAa,test,,1,99,2,,1,2
2021-07-14 05:18:09,2021-07-14 05:18:09,2,100,0,1,2021-07-14 05:18:09,R_0lHUhJMe8uMaFPo,test,,2,49,5,,2,1
2021-07-14 05:18:09,2021-07-14 05:18:09,2,100,0,1,2021-07-14 05:18:09,R_6WhT3JBqImdtvL0,test,,1,96,4,Pede justo ridiculus. Rutrum nibh tempus eget fringilla ab! Culpa cras odio! Cras natoque.,2,1
2021-07-14 05:18:09,2021-07-14 05:18:09,2,100,0,1,2021-07-14 05:18:09,R_cNIZQYBIpVYdnxQ,test,,2,33,2,,1,2
2021-07-14 05:18:09,2021-07-14 05:18:09,2,100,0,1,2021-07-14 05:18:09,R_0wDHoPwrKzAAlVA,test,,1,79,1,,2,1
2021-07-14 05:18:09,2021-07-14 05:18:09,2,100,0,1,2021-07-14 05:18:09,R_8G1ht79b3oL3FdA,test,,1,95,1,,2,1
2021-07-14 05:18:09,2021-07-14 05:18:09,2,100,0,1,2021-07-14 05:18:09,R_e4pSTjESOcq18dE,test,,2,38,2,,2,1
2021-07-14 05:18:09,2021-07-14 05:18:09,2,100,0,1,2021-07-14 05:18:09,R_2cyncszVaDRup8O,test,,2,38,4,Urna fringilla ultrices quis accumsan vel. Eu volutpat! Donec cras eu.,1,2
2021-07-14 05:18:09,2021-07-14 05:18:09,2,100,0,1,2021-07-14 05:18:09,R_1GKGUXpnOpTjI2y,test,,1,85,5,,2,1
2024-02-23 03:36:40,2024-02-23 03:36:57,1,100,16,1,2024-02-23 03:36:58,R_24AfE2k7QsUpZFG,preview,EN,,,,,,
2024-02-23 03:41:34,2024-02-23 03:41:34,2,100,0,1,2024-02-23 03:41:34,R_cYn1SiYtkVu4TGK,test,,1,1825561435,2,,2,1
2024-02-23 03:41:35,2024-02-23 03:41:35,2,100,0,1,2024-02-23 03:41:35,R_d0VeujtlbHAc0DA,test,,2,109444043,2,,1,2
2024-02-23 03:41:35,2024-02-23 03:41:35,2,100,0,1,2024-02-23 03:41:35,R_9Yp0TrU4PYybdpc,test,,1,1055480523,1,,2,1
2024-02-23 03:41:35,2024-02-23 03:41:35,2,100,0,1,2024-02-23 03:41:35,R_0vLlKRkaHYjDdki,test,,1,1347427272,2,,1,2
2024-02-23 03:41:35,2024-02-23 03:41:35,2,100,0,1,2024-02-23 03:41:35,R_8iGWhCM5TOk2N5I,test,,2,1765773145,5,,1,2
2024-02-23 03:41:35,2024-02-23 03:41:35,2,100,0,1,2024-02-23 03:41:35,R_9FGnKzt0HGHUAKO,test,,1,333208029,4,Sapien consequat facilisi leo iaculis quis vivamus. Fringilla. Facilisis? Fringilla sit volutpat! Potenti.,2,1
2024-02-23 03:41:35,2024-02-23 03:41:35,2,100,0,1,2024-02-23 03:41:36,R_3sJkEJU9Xa65bF4,test,,1,84345664,3,,2,1
2024-02-23 03:41:36,2024-02-23 03:41:36,2,100,0,1,2024-02-23 03:41:36,R_cJiOOYRwTIKzjx4,test,,1,1582922794,4,Culpa aliquam cras eu culpa leo orci faucibus fermentum consectetuer nunc leo ridiculus.,1,2
2024-02-23 03:41:36,2024-02-23 03:41:36,2,100,0,1,2024-02-23 03:41:36,R_3DvUxj6VfxsPAPA,test,,2,814410875,1,,2,1
2024-02-23 03:41:36,2024-02-23 03:41:36,2,100,0,1,2024-02-23 03:41:36,R_0enwPrRufyQbPxA,test,,1,1817644413,1,,2,1
2024-02-23 03:41:36,2024-02-23 03:41:36,2,100,0,1,2024-02-23 03:41:36,R_emS31RjdBXvsNh4,test,,2,1145943220,3,,2,1
2024-02-23 03:41:36,2024-02-23 03:41:36,2,100,0,1,2024-02-23 03:41:36,R_9FbHXlr6arFO194,test,,1,251573023,1,,1,2
2024-02-23 03:41:36,2024-02-23 03:41:36,2,100,0,1,2024-02-23 03:41:37,R_d0SnrJkCyiSK0xE,test,,2,1009019882,2,,1,2
2024-02-23 03:41:37,2024-02-23 03:41:37,2,100,0,1,2024-02-23 03:41:37,R_a3KlMCdWDeaAY3I,test,,2,416372943,3,,2,1
2024-02-23 03:41:37,2024-02-23 03:41:37,2,100,0,1,2024-02-23 03:41:37,R_8cEO4DDRoa1TI8u,test,,2,1602753638,3,,1,2
2024-02-23 03:41:37,2024-02-23 03:41:37,2,100,0,1,2024-02-23 03:41:37,R_2mkOPLl1Dc5dAto,test,,2,1307585463,4,Viverra laoreet lacus nullam malesuada vehicula sollicitudin tempor auctor suspendisse potenti.,1,2
2024-02-23 03:41:37,2024-02-23 03:41:37,2,100,0,1,2024-02-23 03:41:37,R_ehsEiZ7XvdtqpT0,test,,2,2106113869,2,,1,2
2024-02-23 03:41:37,2024-02-23 03:41:37,2,100,0,1,2024-02-23 03:41:37,R_agXQfPDekxLbTRI,test,,1,302736863,4,Enim fermentum facilisi fringilla in vestibulum nulla atque augue a vehicula urna.,2,1
2024-02-23 03:41:37,2024-02-23 03:41:37,2,100,0,1,2024-02-23 03:41:38,R_ea1F1JI8NWbNl3w,test,,2,2108737966,2,,1,2
2024-02-23 03:41:38,2024-02-23 03:41:38,2,100,0,1,2024-02-23 03:41:38,R_doFtX6ilc6G8PL8,test,,1,1520679191,1,,2,1
2024-02-23 03:41:38,2024-02-23 03:41:38,2,100,0,1,2024-02-23 03:41:38,R_0AnHqcddrz6yLCS,test,,2,1321273757,5,,1,2
2024-02-23 03:41:38,2024-02-23 03:41:38,2,100,0,1,2024-02-23 03:41:38,R_9sEWa9gUGMPzT7M,test,,2,1780008374,5,,2,1
2024-02-23 03:41:38,2024-02-23 03:41:38,2,100,0,1,2024-02-23 03:41:38,R_9ADa2WKtwDcIiBo,test,,1,1448989221,1,,2,1
2024-02-23 03:41:38,2024-02-23 03:41:38,2,100,0,1,2024-02-23 03:41:38,R_3BLB1bGYZyiuMTk,test,,2,2108447536,5,,1,2
2024-02-23 03:41:39,2024-02-23 03:41:39,2,100,0,1,2024-02-23 03:41:39,R_0v4lUqaixMOanNc,test,,1,392335692,5,,1,2
2024-02-23 03:41:39,2024-02-23 03:41:39,2,100,0,1,2024-02-23 03:41:39,R_eM118gCSSdXDfEi,test,,1,1004716113,3,,1,2
2024-02-23 03:41:39,2024-02-23 03:41:39,2,100,0,1,2024-02-23 03:41:39,R_430xUtUr9tAAK9M,test,,1,1263240394,5,,1,2
2024-02-23 03:41:39,2024-02-23 03:41:39,2,100,0,1,2024-02-23 03:41:39,R_4ZbNW8kKNGMj5IO,test,,1,1456199294,2,,1,2
2024-02-23 03:41:39,2024-02-23 03:41:39,2,100,0,1,2024-02-23 03:41:39,R_3WV8yEs5kRkcvcO,test,,1,1338566954,1,,2,1
2024-02-23 03:41:39,2024-02-23 03:41:39,2,100,0,1,2024-02-23 03:41:39,R_b7XtSxjL9ubeLCC,test,,2,89116261,2,,2,1
2024-02-23 03:41:40,2024-02-23 03:41:40,2,100,0,1,2024-02-23 03:41:40,R_00RgS0GhxOPBAhw,test,,1,1967248344,2,,2,1
2024-02-23 03:41:40,2024-02-23 03:41:40,2,100,0,1,2024-02-23 03:41:40,R_4MH0Nm2ywgSMLIi,test,,1,639664198,5,,2,1
2024-02-23 03:41:40,2024-02-23 03:41:40,2,100,0,1,2024-02-23 03:41:40,R_cv8HgnRK0NJCzX0,test,,2,1763227908,4,"Mi lacus sapien quis accusamus, duis lacus nunc! Tempora morbi.",2,1
2024-02-23 03:41:40,2024-02-23 03:41:40,2,100,0,1,2024-02-23 03:41:40,R_03ppUNdg7COOWZo,test,,1,884046667,5,,2,1
2024-02-23 03:41:40,2024-02-23 03:41:40,2,100,0,1,2024-02-23 03:41:40,R_6ViPpRVP6o2G9CK,test,,1,1225778844,2,,1,2
2024-02-23 03:41:41,2024-02-23 03:41:41,2,100,0,1,2024-02-23 03:41:41,R_7WChT6Utn6S9LZY,test,,1,781643068,5,,2,1
2024-02-23 03:41:41,2024-02-23 03:41:41,2,100,0,1,2024-02-23 03:41:41,R_b7Ky48pLxk3A9N4,test,,1,1712070433,2,,2,1
2024-02-23 03:41:41,2024-02-23 03:41:41,2,100,0,1,2024-02-23 03:41:41,R_3CTAi5HQCdLhAz4,test,,2,611091252,1,,1,2
2024-02-23 03:41:41,2024-02-23 03:41:41,2,100,0,1,2024-02-23 03:41:41,R_3myJs96PSSXoNCK,test,,2,1161499387,5,,2,1
2024-02-23 03:41:41,2024-02-23 03:41:41,2,100,0,1,2024-02-23 03:41:41,R_42ZkfShbM7KGHmC,test,,1,466532155,3,,1,2
2024-02-23 03:41:41,2024-02-23 03:41:41,2,100,0,1,2024-02-23 03:41:42,R_3ghufuewrqVg4Qu,test,,2,2089308437,4,"Magna venenatis purus lacus iaculis, egestas blandit? Sodales aenean, pharetra dolor.",1,2
